Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name went fishing Name .,-32.24984323365075,-161.24921616825375,bad,causative,116,syntax,argument_structure,trigram1,-32.44984323365075,-32.24984323365075,FALSE
Name sits down Name .,-32.44984323365075,-162.24921616825375,good,causative,116,syntax,argument_structure,trigram1,-32.44984323365075,-32.24984323365075,FALSE
Name went fishing Name .,-32.30525590938329,-161.52627954691647,bad,causative,116,syntax,argument_structure,trigram10,-32.505255909383294,-32.30525590938329,FALSE
Name sits down Name .,-32.505255909383294,-162.52627954691647,good,causative,116,syntax,argument_structure,trigram10,-32.505255909383294,-32.30525590938329,FALSE
Name went fishing Name .,-32.11305216798932,-160.56526083994663,bad,causative,116,syntax,argument_structure,trigram2,-32.43004466813356,-32.11305216798932,FALSE
Name sits down Name .,-32.43004466813356,-162.1502233406678,good,causative,116,syntax,argument_structure,trigram2,-32.43004466813356,-32.11305216798932,FALSE
Name went fishing Name .,-32.25609538379111,-161.28047691895557,bad,causative,116,syntax,argument_structure,trigram3,-32.45609538379112,-32.25609538379111,FALSE
Name sits down Name .,-32.45609538379112,-162.28047691895557,good,causative,116,syntax,argument_structure,trigram3,-32.45609538379112,-32.25609538379111,FALSE
Name went fishing Name .,-32.313042025668025,-161.5652101283401,bad,causative,116,syntax,argument_structure,trigram4,-32.51304202566802,-32.313042025668025,FALSE
Name sits down Name .,-32.51304202566802,-162.5652101283401,good,causative,116,syntax,argument_structure,trigram4,-32.51304202566802,-32.313042025668025,FALSE
Name went fishing Name .,-32.24262424657006,-161.2131212328503,bad,causative,116,syntax,argument_structure,trigram5,-32.44262424657006,-32.24262424657006,FALSE
Name sits down Name .,-32.44262424657006,-162.2131212328503,good,causative,116,syntax,argument_structure,trigram5,-32.44262424657006,-32.24262424657006,FALSE
Name went fishing Name .,-32.12870189811123,-160.64350949055617,bad,causative,116,syntax,argument_structure,trigram6,-32.44569439825547,-32.12870189811123,FALSE
Name sits down Name .,-32.44569439825547,-162.22847199127733,good,causative,116,syntax,argument_structure,trigram6,-32.44569439825547,-32.12870189811123,FALSE
Name went fishing Name .,-32.350692963645486,-161.75346481822743,bad,causative,116,syntax,argument_structure,trigram7,-32.55069296364549,-32.350692963645486,FALSE
Name sits down Name .,-32.55069296364549,-162.75346481822743,good,causative,116,syntax,argument_structure,trigram7,-32.55069296364549,-32.350692963645486,FALSE
Name went fishing Name .,-32.27293819414589,-161.36469097072944,bad,causative,116,syntax,argument_structure,trigram8,-32.47293819414589,-32.27293819414589,FALSE
Name sits down Name .,-32.47293819414589,-162.36469097072944,good,causative,116,syntax,argument_structure,trigram8,-32.47293819414589,-32.27293819414589,FALSE
Name went fishing Name .,-32.29649873454203,-161.48249367271012,bad,causative,116,syntax,argument_structure,trigram9,-32.49649873454202,-32.29649873454203,FALSE
