Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what was Name talking about *T* and Name ?,-17.234573382235098,-172.34573382235098,bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram1,-17.398801093075384,-17.234573382235098,FALSE
what were Name and Name talking about *T* ?,-17.398801093075384,-173.98801093075386,good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram1,-17.398801093075384,-17.234573382235098,FALSE
what was Name talking about *T* and Name ?,-17.23304444392075,-172.3304444392075,bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram10,-17.397871831304922,-17.23304444392075,FALSE
what were Name and Name talking about *T* ?,-17.397871831304922,-173.97871831304923,good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram10,-17.397871831304922,-17.23304444392075,FALSE
what was Name talking about *T* and Name ?,-17.229613733516953,-172.29613733516953,bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram2,-17.301534518782034,-17.229613733516953,FALSE
what were Name and Name talking about *T* ?,-17.301534518782034,-173.01534518782034,good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram2,-17.301534518782034,-17.229613733516953,FALSE
what was Name talking about *T* and Name ?,-17.23528088546607,-172.3528088546607,bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram3,-17.380277698195336,-17.23528088546607,FALSE
what were Name and Name talking about *T* ?,-17.380277698195336,-173.80277698195334,good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram3,-17.380277698195336,-17.23528088546607,FALSE
what was Name talking about *T* and Name ?,-17.323849283185204,-173.23849283185206,bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram4,-17.430912665629428,-17.323849283185204,FALSE
what were Name and Name talking about *T* ?,-17.430912665629428,-174.30912665629427,good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram4,-17.430912665629428,-17.323849283185204,FALSE
what was Name talking about *T* and Name ?,-17.113197544450742,-171.13197544450742,bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram5,-17.154923624157387,-17.113197544450742,FALSE
what were Name and Name talking about *T* ?,-17.154923624157387,-171.54923624157388,good,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram5,-17.154923624157387,-17.113197544450742,FALSE
what was Name talking about *T* and Name ?,-17.195758047565324,-171.95758047565323,bad,coordinate_structure_constraint_object_extraction,101,syntax,island_effects,bigram6,-17.28315372345775,-17.195758047565324,FALSE
