Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name was watched .,-17.85703137890748,-89.2851568945374,good,passive_2,102,syntax,argument_structure,bigram1,-17.85703137890748,-17.077571030746665,FALSE
Name was come here .,-17.077571030746665,-102.46542618448,bad,passive_2,102,syntax,argument_structure,bigram1,-17.85703137890748,-17.077571030746665,FALSE
Name was watched .,-17.890328323776817,-89.45164161888408,good,passive_2,102,syntax,argument_structure,bigram10,-17.890328323776817,-17.090039382066905,FALSE
Name was come here .,-17.090039382066905,-102.54023629240143,bad,passive_2,102,syntax,argument_structure,bigram10,-17.890328323776817,-17.090039382066905,FALSE
Name was watched .,-17.644785555694565,-88.22392777847283,good,passive_2,102,syntax,argument_structure,bigram2,-17.644785555694565,-16.89512043464599,FALSE
Name was come here .,-16.89512043464599,-101.37072260787593,bad,passive_2,102,syntax,argument_structure,bigram2,-17.644785555694565,-16.89512043464599,FALSE
Name was watched .,-17.85724615481237,-89.28623077406185,good,passive_2,102,syntax,argument_structure,bigram3,-17.85724615481237,-17.14369139144924,FALSE
Name was come here .,-17.14369139144924,-102.86214834869546,bad,passive_2,102,syntax,argument_structure,bigram3,-17.85724615481237,-17.14369139144924,FALSE
Name was watched .,-17.82365330036945,-89.11826650184726,good,passive_2,102,syntax,argument_structure,bigram4,-17.82365330036945,-17.029816674132803,FALSE
Name was come here .,-17.029816674132803,-102.17890004479682,bad,passive_2,102,syntax,argument_structure,bigram4,-17.82365330036945,-17.029816674132803,FALSE
Name was watched .,-17.76919501485002,-88.8459750742501,good,passive_2,102,syntax,argument_structure,bigram5,-17.76919501485002,-17.281355834940864,FALSE
Name was come here .,-17.281355834940864,-103.6881350096452,bad,passive_2,102,syntax,argument_structure,bigram5,-17.76919501485002,-17.281355834940864,FALSE
Name was watched .,-17.84771111347102,-89.2385555673551,good,passive_2,102,syntax,argument_structure,bigram6,-17.84771111347102,-17.226750394160398,FALSE
Name was come here .,-17.226750394160398,-103.36050236496239,bad,passive_2,102,syntax,argument_structure,bigram6,-17.84771111347102,-17.226750394160398,FALSE
Name was watched .,-17.868310008125103,-89.34155004062552,good,passive_2,102,syntax,argument_structure,bigram7,-17.868310008125103,-17.12581288564981,FALSE
Name was come here .,-17.12581288564981,-102.75487731389887,bad,passive_2,102,syntax,argument_structure,bigram7,-17.868310008125103,-17.12581288564981,FALSE
Name was watched .,-17.763381048027107,-88.81690524013553,good,passive_2,102,syntax,argument_structure,bigram8,-17.763381048027107,-16.95761248615169,FALSE
Name was come here .,-16.95761248615169,-101.74567491691013,bad,passive_2,102,syntax,argument_structure,bigram8,-17.763381048027107,-16.95761248615169,FALSE
