Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what might Name fire children ?,what might Name fire children ?,-36.521780688826496,-6.086963448137749,(ROOT (WHNP _what) (SQ (MD _might) (NP _Name) (VP (NN _fire) (NP _children))) (. _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-7.370759507738618,-6.086963448137749,FALSE
Name might fire what children ?,Name might fire what children ?,-44.224557046431705,-7.370759507738618,(ROOT (S (NP _Name) (VP (MD _might) (NP _fire))) (FRAG (WHNP (WDT _what) (NNS _children)) (. _?))),good,left_branch_island_echo_question,107,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-7.370759507738618,-6.086963448137749,FALSE
what might Name fire children ?,what might Name fire children ?,-38.16865108726763,-6.361441847877938,(ROOT (WHNP _what) (SQ (MD _might) (NP _Name) (VP (NN _fire) (NP _children)) (. _?))),bad,left_branch_island_echo_question,107,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-7.152940441953246,-6.361441847877938,FALSE
Name might fire what children ?,Name might fire what children ?,-42.917642651719476,-7.152940441953246,(ROOT (NP _Name) (VP (MD _might) (NP (NN _fire) (SBAR (WHNP _what) (NP _children)))) (. _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-7.152940441953246,-6.361441847877938,FALSE
what might Name fire children ?,what might Name fire children ?,-36.92457318841932,-6.154095531403221,(ROOT (WHNP _what) (SQ (MD _might) (NP _Name) (VP (NN _fire) (NP _children))) (. _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-7.346752751547924,-6.154095531403221,FALSE
Name might fire what children ?,Name might fire what children ?,-44.08051650928754,-7.346752751547924,(ROOT (NP _Name) (VP (MD _might) (NP (NN _fire) (SBAR (WDT _what) (NNS _children)))) (. _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-7.346752751547924,-6.154095531403221,FALSE
what might Name fire children ?,what might Name fire children ?,-39.5065992487088,-6.584433208118134,(ROOT (WHNP _what) (SQ (MD _might) (NP (NP (NNP _Name) (NN _fire)) (NNS _children))) (. _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-7.484220142195369,-6.584433208118134,FALSE
Name might fire what children ?,Name might fire what children ?,-44.90532085317221,-7.484220142195369,(ROOT (NP _Name) (VP (MD _might) (NP (NN _fire) (SBAR (WDT _what) (NNS _children)))) (. _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-7.484220142195369,-6.584433208118134,FALSE
what might Name fire children ?,what might Name fire children ?,-37.124674605553125,-6.187445767592188,(ROOT (WHNP _what) (SQ (MD _might) (NP _Name) (VP (NN _fire) (NP _children))) (. _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-7.303962308859897,-6.187445767592188,FALSE
Name might fire what children ?,Name might fire what children ?,-43.82377385315938,-7.303962308859897,(ROOT (NP _Name) (VP (MD _might) (NP (NN _fire) (SBAR (WHNP _what) (S _children)))) (. _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-7.303962308859897,-6.187445767592188,FALSE
what might Name fire children ?,what might Name fire children ?,-37.110918314859525,-6.185153052476587,(ROOT (WHNP _what) (SQ (MD _might) (NP _Name) (VP (NN _fire) (NP _children))) (. _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-7.093153045952463,-6.185153052476587,FALSE
Name might fire what children ?,Name might fire what children ?,-42.55891827571478,-7.093153045952463,(ROOT (NP _Name) (VP (MD _might) (NP (NN _fire) (SBAR (WHNP _what) (NP _children)))) (. _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-7.093153045952463,-6.185153052476587,FALSE
what might Name fire children ?,what might Name fire children ?,-38.16410152639209,-6.360683587732015,(ROOT (WHNP _what) (VP (MD _might) (NP (NP (NNP _Name) (NN _fire)) (NNS _children))) (. _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-7.104631654642229,-6.360683587732015,FALSE
Name might fire what children ?,Name might fire what children ?,-42.62778992785337,-7.104631654642229,(ROOT (NP _Name) (VP (MD _might) (NP (NN _fire) (SBAR (WHNP _what) (NP _children)))) (. _?)),good,left_branch_island_echo_question,107,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-7.104631654642229,-6.360683587732015,FALSE
what might Name fire children ?,what might Name fire children ?,-36.91655926669328,-6.152759877782213,(ROOT (WHNP _what) (SQ (MD _might) (NP _Name) (VP (NN _fire) (NP _children))) (. _?)),bad,left_branch_island_echo_question,107,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-7.043880996045691,-6.152759877782213,FALSE
